tweet,label
bitch you are white stfu with your shitty spanish,0
rt dragonballdeez atlanta rt pacdagoat houston has so many trash drivers,2
rt mydadatthestore if my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,1
gossipcop the coon n coon wanna b got what they should have except should have been more time in jail,1
fukkntyler u a bitch in niggas clothing shut yo ass up 128514128514128514128514128514,1
"pony tail 
red nails 
still in school bitch",1
i must have pissed this nigga off aha um because he my hoe  he acting outta line 128514128557,1
msmarrie i think i need to see said bitch in question,1
real shit i love eating pussy,1
royceda59 green bananas are better then yellow ones too,2
princesslexii16 fucking coon,0
hustling aint for everybody either  jus like certain niccas cannot hoop or play football certain niccas cannot hustle,1
rt smoothorator slander do not exist when you make her cum every bad thing she says does not register cuz you got the pussy,1
jaspen7 haha them hoes only go hard when a nigga stooooned lol,1
going hard bitch swear i am on my job throw a quake in the air call that shit a lob,1
rt somayareece i am nice i am humble but i will still let a bitch know what is up hunnnney128133128226128226128226128226128226,1
rt theroachdean sogalactic toodangerous 8220sogalactic gummy worms 8221  that bitch is a beast,1
so about this flappy bird game then,2
bitches already twerkin on cinegram this shit may jus be better than instagram,1
rt likeabossx3 after a long day at work bitch wunna rest her feet on me lol 128514128129128524128176 ,1
breakup anthem 128680128680128680we threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact 128526 ,1
rt kylekallgren you cannot please everyone and you should not nothing good comes from having people who say faggot as an insult on your8230,1
thats not ya bitch if she dont love giving you head,1
kirstynehbu faggot,0
leeyoo goldflacko niggah i am not yo lil bro the fuck,1
rt o3millz had to block his bitch ass,1
pohlman2 do i look like mike vick bitch,1
hate a bitch that is always in some mess,1
that vine started a coon frenzy bruh,1
highofftatianna lol fuck these lil bitches am not shit to peep 128526 wassup with you tho,1
saw this little freshman ho with what looked like spiked dog collar stupidest shit ever so everytime i saw her i said so sexy laughing my ass off,1
these hoes do not get me in my feelings one bit,1
"how u know u dont get real life pussy only carin bout her enterin your dms 
rt j0mael she can enter my dms anytime ",1
i did anything for my bitch now these hoes only get hard dick nbs,1
i am such a bitch to austin 128514128514,1
cuunthiaaa fvnxy he is the fuck her right in the pussy guy,1
rt jballinbutts420 jamiecaudillo you are retarded enough to be both but atleast i have a date to bring you on for your birthday1008465039128535,1
i am stuck in my room the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it is like stuck,1
the wifes new bitch her name is ursula ,1
rt comedyposts when you make a joke and someone you hate laughs and you are thinking no bitch you are not allowed to laugh,1
i love fat bitches that is my fucking problem roodeepoo,1
seven digits niggas two commas hoe,1
selling ex lax brownies in front of meijer to pregnant women gooddeed,2
rt fvxxk a female will automatically assume you have hoes if she finds you attractive 128543,1
sassyharryballs ugly white bitch,0
rt ideepudj i always waste my time on irrelevant bitches 128528,1
rt jaredcarrabis mike napoli is the toughest son of a bitch i have ever known,1
"rt omfgmeezy maybe 

nobody 

likes 

you 

because 

you are 

a 

bitch",1
watching forrest gump has taught me that these bitches wanna hoes until they are tired,1
saltlife13 lol chill pussy,1
cute ass niggah ,0
master11 20tolife gabrielastarr how could u do this to me bitch potent,1
kick dem fucc niccas out da spot,0
realtalk if you a hoe an try to get serious with someone do not expect to be anything more then a piece of meat to them,1
what i look like ho i look like yes and you look like no nickiminaj,1
rt hermoufpiece hairy pussy bitch you the type that got herps,1
i must be a bitch,1
vivaalakatyy brotherbill7 jhuff5 good bitch choke,1
aint no hoe in blood,1
all i want is a 100 million dollars and no bad bitch i am selfish lol,1
jennifer lawrences nudes sooooo trash im still smashin though no doubt,0
kingliibax r u a faggot,1
rt pearlsnkisses these hoes be acting up  you know what imma let em,1
shouts out to all my goth bitches,1
8220coilegefessions finally got a hot bitch to dance on me came in my pants while she was grinding on me lost that chanceuwmadison8221laughing my ass off,1
all a nicca need is time  bepatient,1
her pussy clean but she dance dirty,1
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,1
skinny girls be having that gotta go a couple rounds pussy,1
worldzwrestling can we not use the word faggots,1
rt truenovacane when you think you sliden bitch you slippen  i know the truth i knoww i knoww i knoww you know that i knoww i knoww i8230,1
rt lht519 laughing my ass off that bitch saw the camera  looked up at the big screen n then realized128128128128 ,1
gutssidious yeah so quit being a bitch and edit,1
rt badlvck bitches ,1
laughing my ass off rt carmelioanthony nobody cleans a house faster than a nigga expecting some pussy,1
rt thebank bacon over bitches,1
i bet if we took a twitter cencus itd be at least 35 basic ass bitches,1
rt oitnbhumor guess who stolefucked yo bitch ,1
8220lesterrnem bad bitches is the only thing that i like 1280741280641280748221128073128073128073,1
rt sammylightning silencer up on that 30 that bitch do not make a sound,1
yankees sec robertson in guy is fantastic sec pitcher,2
holy shit the retard episode of wheel of fortune again fantastic,1
 her pussy lips like heaven doors  128524,1
my pussy popz severely ,1
if you fuckin for your rent you a lame hoe,1
milfmob yopapichulo fight me you fucking obese niglet,0
the pilgrims was high as fuck like lets kill a big ass bird and eat it with a billion other things,1
rt partyprobs if you open a beer and do not finish it you are what is known as a little bitch,1
i am not bouta let no bitch play with none of my family it do not matter if i fuck with them or not,1
youboysingreen hahaha made ya eat crow,2
i like how niggas try an come at me and im like do it then bitch and they dont do shit pussies,0
huntermoore finger my throbbing pussy,1
rt chelseypaige42 i peep everything and just know i will slap a bitch with a smile on my face,1
totaled rt csharpc3ent crashed dat hoe rt vianawf drake verse on that nicki ,1
when a pussy nigga socks you and does not knock you out,0
lynnogawa  that bitch,1
wish i would let you dig in my pockets  god bless you with breath in your body lazy ass bitch get up  start grinding,1
when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off,1
yup rt sthemisfit then she got aids and died rt missbl0ndee jenny was a bitch forestgump,1
i am dressing up as an albino one day and scaring the shit out of amaris mom,1
follownova yooo i was thinking bout that the other day lol you only really speaking of one person my niggah,1
godaddy hope you guys do get attacked for supporting sopa bunch of dirty snake faggots,0
not a cloud in sight too pretty to ho to work iwanttoplay,1
ocean drive 127754 then i gave it a pill i think justmoody i met that pussy on ocean drive8221,1
spell my name right bitch then we will talk,1
paolo likecharlie chanstyle never saw that either hmmmakes me think of the cockneys in the killzone series,2
debsflpx i was lucky to be sensible and i have never had a fag or a drug i am pleased about that statistic yes i have a beer but that is all,1
rt biiimurray my iphone has 2 million times the storage of the 1969 apollo 11 spacecraft computer they went to the moon i throw bird ,2
sold weed to a bitch who is gonna be a lawyer bet she will have a niggas back,1
its a problem bitch ya better follow me i give ya this dick you then won the lottery,1
rt teddydeljones side hoes always winning,1
pullout game trash 171arigold88 iyanla having an intrrvention with a man who has 34 kids with 17 women i have other questions187,1
omgitskaric ima call his retarded ass,1
most niggas send hate thru the bitches,1
sometimes females are just fucking retarded bro i swear i just want to kick you all in the ovaries,1
i can not  will not fuck with theses dawg ass hoes no more ,1
am so high that birds and planes are my peers,2
rt boobsshoes on some real nigga shit some bitches need slapped,1
rt svl305 vjtechsupport youngmcfly since we on the subject she used to always ask to to see my dick via dm fck dat rat face hoe b,1
rt zachdorsey my trash is worth more than you,2
that other shit for the birds  get over yo self,1
rt southsidevic this tweet was a booby trap and i caught 23 hoes ,1
you am not nothin but a piece of cheese with out the corners in other words you am not never gone be a slice bitch 128514128514128514,1
rt younggizzle you bitches selfish  you all want fathers day too damn lol,1
i think you have made it clear that these hoes am not loyal,1
rickandbubba that is enough of making fun of retarded people talking that way,1
your retarded,0
high thenna bitch that is y i am tweeting,1
flyers4cup boy i had no idea that was coming it is called a smartphone you are horrible at trash talk,2
8220clzcdxx im just a bitch ass elf8221 morbidmermaid,1
 some of you hoes too ,1
backdoor is open them hoes will let you fuck em in the ass usually an extra charge plus the rate you agreed upon,1
when you give somebody that bitch look,1
the train station harrys at is trash i have been to the same eurostar too they refunded my whole trip to paris bc train accident,2
rt friendlyassh0le if i have offended you i am very sorry that you are a lil bitch with no sense of humor,1
rt tbhjuststop my score on flappy bird is higher than the broncos score right now,2
francoiskilljoy bitch stop hatin cause they am not make em in toddler size you should be happy they make em in gs now,1
fuck it its 4 am why am i tweeting as if anyone is going to answer me you all niggers do not reply at 4 pm niggerfag niggerfag niggerfag,1
sadiiex lol shut up bitchim alive i just been going through itbut im good now,1
so many shady bitches the secret thirst is alive,1
marshallsots it is jakeeye3 s favorite fucking jam i have not seen it but judging by there being a little girl in it it is probably trash,1
prettymofocka i am outside where you at and i am the pussy,1
anyone want to share their thoughts on their mock draft just kidding shut your filthy damned mouth you clods,1
dounealdy what are you doing tonight pussy,1
lifeofbrandon text me bitch,1
why these hoes always tryna be bitches do not they know that hoes cannot be bitches cause they hoes yuckhalin,1
erintaylor14 brios82 you both sure do you want to give a free pass to every border jumper in this country you two are what is wrong here,0
"rt renz360 got 5 20 off slots for sole sauce for the early birds today 

use 8220save208221 at checkout 
 
",2
yankees nice bounce back michael kay gotta keep this going,2
rt robdelaney i put my pants on one leg at a time just like you guys but then i eat a plussize model8217s pussy in my helicopter,1
rt thelittlefella olevertybstard savagelife091 bitch should have got out of her yard,1
rt dandanovskis the theory of you say no to ratchet pussy juicy j cannot has been proven,1
rt beautifulkeezy 8220100046729 small ass pants 1285148221bitch 128514128514128514,1
rt craziestsex sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean you all happy having a title8230,1
rt nevawhodat wet pussy is the best pussy 128588128527128540128069128166128572128175,1
21cvasquez little bitch your ass is getting tased when i get home,1
this bitch just said lorde is rock no,1
when a super bad bitch walk past u and u cannot help but stare ,1
one thing about it  i am a loyal a nicca,1
man if that bitch dont call me back for the job cuhh uma be snapping,1
im back bitches,1
and i am goin back to school only for the hoes and a class or two,1
is it weird licking your own nip,2
literally was in the best mood and bitches literally killed my vibe,1
 if i ever put my trust ina bitch  i will always be hurt 10412041041204 ,1
rt tylercottam14 suge knight deserved to get shot that nigga had 2pac killed fucksuge karma is a bitch,1
yo can i sublet your pussy shitfahdsays,1
pussy boy gone die a bitch,1
finally back behind the sticks visit me bitches vbar stmarksplace eastvillage nyc richmahogany ,1
rt mediacrooks report what u want but physically chasinghounding is uncivilised adityarajkaul also in case of bansalgadkari anil8230,2
lets go hoosiers iubb 127936 ,2
killers do not pillow talk wit dey bitches,1
lol lebron a bitch now that basketball is back say goodbye to sports center it is lebron center now,1
rt johnnyfootbali saw some bitch texting and driving so i rolled down my window and hucked my beer at her johnny fuckin patrol keeping t8230,1
rt twangnation on this day  february 13 in 2002 waylon jennings left us for that honkytonk in the sky  dreaming my dreams  ht ,2
tsmith4569 sorry i missed that you mean where i live is disgusting or that that muzzies in the uk r disgusting or both have a great sun,2
rt jeffduncan jsu coach omar johnson it is what u do against the ball u throw it hit it catch it doesnt matter if the yankees are 8230,2
ghostattics translation i like how i dont really have to think about it or i dont think queers deserve a happy ending,1
hoe bitches act up i turn chris breezy,1
zrexxx slowdollaz we take your bitch then recieve head from your mom,1
thereval you are not a catyou are a pussy black bored kid kills a cop by starting a firewhere is the outrage you phony fnthefive,1
tmundal just because some moist bint lobbed a sword at you you think you are some ladeda king,2
sarahpalinusa wow impeachment look at you using your vocab workshop words guess we were only half wrong about you being a dumb cunt,1
even tho i killed a pussy nigga i hope he go to heaven young thug 128519,1
los pussy ass lost by 3 points 128514128514128514 i winnnnnnnnn,1
people ask me y i never speak up bout the subtweets n lil shit people say baby tbh ion give a dam bout none of that no nigga or bitch oml,1
porch monkey 4 life,0
my pussy taste like pepsi cola,1
rt iggyazalea its like the guy that asks for your number and then says you ugly and a bitch when you say no8230,1
rt pgammo that the yankees have won four straight shane greene starts and 7 of 9 speaks to his stability in a season of starters emergen8230,2
sternshow ur still secretly lookng at tommy lees cock jesus christ 4getaboutit that is a ghetto dream,1
rt classact23 rt darkkent27 if i text you up that means is it safe for me to come and eat the pussy until i reach cream filling 1285638230,1
nah primetimelewis really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,1
8220bunnycocaine oomf a hoe hopper 1285141285141285148221 127806128064127806,1
rt hoodbibie thou shall have no type bad bitches is thee only thing thou shall like  herassfat 615,1
rt corylafon 8220gvmby this bitch possessed by the thot demon 8221lmfaoooooooooooo,1
tee13 softestmuffin torahblaze u 2 lost puppies dont know shit leave them niggers alone u can learn something besides how they like,1
damn bro im hungry then a hoe rt and am not got shit to eat at the crib fuckkkk,1
when niggabitch lose in a fight they favorite line is heshe only  128514,1
i got a cousin thats rollin  got a bitch in tha hoovers,1
8220abrown30 frogger best game ever8221 only cuz you suck at flappy bird,2
rt angellongoria1 neymar fell like a bitch,1
ch4bricktamland ch4brianfantana yes because i too want to be fat and have a fat bitch wife,1
"rt brendaaaa05 i am in love with mary jane and codine
i do not love these hoes",1
omg this movie schooldance is str8 up retarded lil duval actually taller den kevin hart n mikepps is a dayum principal,1
rt breebree1731 what a bitch,1
"why no boycott of racist redskins
redskins
changethename
changethemascot",2
where is vrsl that nigger owes me 10 bucks,1
nicholas rushlow wearing lucky yellow shirt nails theophylline  bitter crystalline compound extracted from tea leaves spellingbee,2
 this bitch ask me why my jeans sag cuz they tryna hold my bandz up 128176,1
"dolfyadolf 
you all gots betta machinery fo dat hanger be ghetto",2
i do not like that bitch,1
"rt blakeanthony98 8220thompsonera 8220hiagokoury that hoe smashed the whole team 8221 

128557c128514h128557i128514l128557l1285148221 laughing my ass off you all fools128514128514128514128514",1
tacalifornia bitch go play dead,1
charles was eatin trash ass dominoes in that picyou know he was still poor at the time lol,1
i know these hoes,1
rt xdsmooth i took yo job bitch 1bookieg,1
soldier1eaodgrn you are a teabagger scum who wants to threaten people with his penis extender you are a danger to this country,0
new flame the song of the yr lol that bitch super run like,1
first game first play dat can fuck my bitch,1
rt taefrmutw it is utw over here bitch but a lot of shit be going down 1285489994128165128165128165128165128165128299,1
anellesofia i didnt call you a bitch i just saiddd bitch jeesh,1
you all pussy ass niqqa need to make some moves  get up there 128524999265039,1
i can turn a hoe into a housewife cause i know how to love thats all their missing,1
got a bitch so bad you cannot afford to fuck,1
delaneyguinan a faggot that needs to grow up,0
tiny out here looking like an albino red nose pitbull from a dope boys trap house,2
ymcmb always get caught up with strippers tyga actually had a child with one niggas get rich a buy bitches,1
8220thekiddfranky i talk to any girl who paid over 300 for her sew in show me u atleast got some type of boss bitch in you lol8221 wth 128557128557128557,1
rt xobeauty if i was to really be straight bold bitches will hate me man,1
you got hoes really out there titty twerkin 128584128584128584 ,1
igotone you look like flappy bird,2
breathe rt thaelleword you are going to kill yourself if you do not exhale rt brokehomielyn killin you hoes 8221,1
iiiirb bitch ass,1
the leftisthomosexual war on the catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags,0
rt worldstarfunny i do not have an iphone so i have to manually ignore these hoes ,1
rt 93tilinfinity if i wanted my ex back believe me i would fucking go get they ass 128514 but i am not bout to dig through the trash 128520128686,1
rt brohen314 eli manning is fucking trash rap,1
0utcast but then they said oh nah ur not but dude i am getting to be a heartless bitch have you not met me,1
ncoleycole u still a mutt tho lol,2
never argue with a bitch that is at the bottom of the food chain 128129,1
broadwaymensa hoes not women like to be the center of attention,1
drfreezeburnn that is not bias it is an objective fact that philly fans are cunts,0
rt cappdaprez bust dat pussy wide open,1
lunatictimes omg my mom did it on christmas once if i hadnt been the hostess that year i would have slit her throat,1
rt harmonlauren jennas a faggot,0
never give a bitch the impression that u need them,1
rt michaeljhudson hell yeah benihana up in this bitch ,1
fucking hate my coon ahh uncle,0
aerin told me to leave them lightskin boys alone shit bitch i did 9995128514,1
i heard bitches commit sins for chipotle,1
dpalmyx3 wordtothewise stop retweeting heather im tired of seeing that bitch on my tl,1
fuck this fuckin bitch and her stupid analysis bullshit,1
a lotta niccas all talk i jus let em do it,1
realmarkhenning lol we gotta let these hoes know pow pow this aint what they want ,1
"rt yepitstrey i be like

128663128659
fuck here come the 5o

128663128659
be cool son

128663128659
man fuck 

128659128663
bitch ass 8230",1
mariapetrova markkelly1983 missstef0318 samharrisorg who ok rightwing teabaggers gun nuts like harris hell even fucking cops,1
thatboyace71 straight pussy,1
mrcatloverx text me bitch,1
the last time your pussy was salmon pink was ,1
rt kingtunchi you bitches am not a 100,1
iampickuplines you can call me fireman cause i turn the hoes on,1
bittytang not sure i think most women have self hate therfore collectively women are bitches becomes their campaign and men follow,1
rt stuffkaysays i come off like a total bitch but if i like you i will literally do anything for you,1
control yo hoes,1
it is awesome when people you have known for years talk trash about you behind your back and then ask you for favors later truly awesome,2
stephyrae7 laughing my ass off let us hangout this weekend hoe,1
this old bitch with floppy tits riding on the elevator with me is nerping so bad,1
rt thesupernegro cannot believe you bitches find this remotely appealing ,1
so i guess all girls are psycho bitches and dgaf these days smh you all are dumb128514128514do not even know what psycho is tf outta here128514,1
rt mssadaclay no thanx i am on a diet rt8220vianawf 127850 rt mssadaclay i love salad rt8220vianawf anyway fuck you hoes eat a salad82218221,1
xdsmooth 11k now shut up hoe,1
rt twitchyteam richard grenell wapos greg sargent mocks voter id and proves point of proponents ,2
shaylovesya bitch u lame as fuk lol,1
i be joked out at half the broads on here that brag about how good they pussyhead game is,1
you state it gook,0
rt timopleasant this grown on your own shit is for the birds 128530,1
even they know you my bitch,1
you a shoulda coulda woulda ass niggah ima wish a niggah would ona hood ass niggah,1
rt sportsnation so yanks have signed brian mccann  jacoby ellsbury rumor has it they still want robinson cano babe ruth miguel cabr8230,2
all yall bitches fake an wanna bs get yall life,1
middle eastern and indonesian women are beautiful never seen a ugly bitch in a bollywood film ever,1
rt damnitcorn this shit is like 45 minutes away and it is 1 am so clearly i am in desperate need of some pussy bruh so i pull up to this 8230,1
8220souljaboy kmichelle my ananconda do not want none unless u clean those shitty buns hun 1281691285538221,1
kingshawn6 whitethunduh that is where i get my yellow flags for being amazing 128079128524 hell yeah niggy,1
rt keyshawnswag where my bitches from the itty bitty titty committe,1
rt yankees gardy goes yardy again he leads off the game with a hr for the second straight night and it is 10 yankees,2
rt kingsgroove 8220shanea1 kingsgroove 128514128514128514 nicca said imma slap ya daddy out den put em n da yo 128128 he still that nigga when he aint s8230,1
rt maniac3x notoriousbm95 woodyafc whiteponyjr santi4l bamoose12 start crying and stalking him faggot i want to laff,0
this bitch just texted me baby baby you miss me,1
wow a bird just shitted on me,1
lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,2
she know that im that niggah,1
bstewart9 quit bein a little bitch b,1
bidenshairplugs he looks like a fag and his time line is boring zzzzzz,0
rt stevestfler no bitch ass chick flick will ever be as sad as this movie ,1
rt nombrehere bad bitch htown keep it trill yall know yall cannot fuck aroundddd,1
big night of 127936 hoosiers iubb big10 and pacers nba indiana hoosierstate paulgeorge codyzeller ,2
gwendolync28 thanks nig128540,1
rt phillytheboss eating pussy  makes sense rt minnie804 you all gotta grow up food and sex go hand n hand,1
2legit4that go be cunt somewhere else,1
rt dunkyhoeless55 you a hoe if you leaving a mans house right now with a costume on,1
itakeovertls home of that one hoe katrina,1
thomasnye1 oh u can dog her out but do not show that hoe no love if u doing it with ya ol lady,1
rt ifitaintb miami is not a good city at alldo not believe the shit you see on tv that city is trash,1
buffalodave1 bretvondehl alexfoxx13 brandonkilexxx jccharles8 tylergloyd waitwaitwait the new one or the epson of a bitch lucky ,1
jennahnorberg ehh it was tough but yeah lol jk of course niglet,1
valentinr94 bitch whatever nigga u were to scared to play,1
mann are first game is 3 weeks from now cannot wait  once a redskin always a redskin ,2
rt xnastyy no i am not no bitch  no i am not no snitch,1
rt jazsy if a bitch tweeting about a nigga and he saying he do not mess with her  he is lying128533 that bitch am not tweeting for nothing 128527,1
sup bitches,1
up early then a bitch driving to denton omg can i move already,2
cryaboutitnigga waddup doe lil nicca,1
rt scottyrackss my wifi stronger then half you all hoes relationships lol,1
you should probably go clean your nasty pussy and not worry about wtf i am doing,1
rt torahblaze 1sonofyahweh they should be ashamed of themselves i will be single for life before i fuck w a nasty faggot ass white man,0
told that hoe she special like the mcrib169 at mcdonalds,1
dliming35 fuck you bitch,1
especially that wee cunt that walks about tensing all the time lol sup wae that shit you are 5 foot fuck all tank my motherfucking arse,1
8220jcash voiceofdstreetz noll nigga i am talm bout tt and juice 128514128514128514 freemolly8221 me too ion hoe em,1
rt yankees analyzing the impact of masahiro tanaka on springtraining daily brought to you by yankeesondemand ,2
calumlove1997 might havti give you a visit this cunt is not going to have a family when im done,1
huffingtonpost if the faggots can have a page y cant theyfaggots offend me more than them,0
andreaaolvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe,1
cannot be many things worse than having cops interrupted because a friggin yankee game is still going on,2
hovaa ok wat ever u say whitey u prolly never even seen shaft,0
i hate when cute ass girls have wack af boyfriends like bitch youre settlling quit your settling and be with a real nigga,1
rt sammylightning tnasty4teen we find turtle we find the hoes,1
cutler less skill at qb than a retarded quadriplegic,1
overripe eggplants are not good eats uncletweet,2
tell me why nick cannon bout to invite wiz to wildn out an hit him wit the i fucked your bitch diss haha,1
hey yankees fans is this a good score  lookingformore ,2
im thinkin about using this beat and yeah i made it too bitch lol ,1
rt collegefession i rub orange peels on my dick before i go out cuz i do not want these bitches to catch a cold vitaminsemen  prairie8230,1
whereyohussleat just to remind yall cuz hoes be acting like they do not know,1
i will start at the butt and work my way to the pussy,1
brandoneven them aint the bitches im talkin bout 583865838658386 aint no jungle fever over there lol,1
rt rayrayospeciial hate a broke bitch and nigga,1
rt pacino718 rt crucifixio 128077 8220fuck the skinny bitches in the club8221  nickiminaj anaconda ,1
justezzzee so wtf u tryna do bitch,1
real nigs uck with me and i do not give a uck who do not,1
na nigguh i do not know how you  rock,1
beyonc233 more of a hipster bitch wit no hips these days,1
hit his bitch i am like shaggy i am like no it was not me,1
royals milwaukee let yost gonow they wished they hadnt cause they suckhow about nowhe is the guy win or lose yankees fire girardi 128073yost,2
knock em down wit sum chunky 128548128299,2
thedarius bitch,1
8220kevhoeee916 if i could not trust some of the homies how could i trust these hoes8221you cannot lol,1
8220bindle13 my momma aint raise no hoe8221,1
i have yet to understand why so many bytches getting the bull piercing it is called a septic or something like that ,1
every halfbreed cop in america is trying to rape white women,1
trelekidd yo bitch is gucci mane rt jabarithegreat  my bitch a stoner 128175128175 128514128514128514128514128514128514,1
wodaeeex3 dat was befo da fact hoe shut yo ass up 128581,1
i do not fuck wit these bitches cuz they think they slick128530,1
8220thejanicexxx o u unfollowed me so i cannot dm u so i will say it here you are a rude cunt laughing my ass off8221 you can dm me,0
rt 6thgrader it does not matter who i make out with in spin the bottle because i only invite the hottest bitches to play ladykiller,1
rt depresseddarth star wars meets charlie brown ,2
all these bitches love mosa sippin on the coca,1
whosjuly 1 he is a faggot and i do not like him 2 i am on the other side of the state,0
he pussy whipped without getting the pussy rare 8220itakeovertls paperchaysin laughing my ass off he gotta snap out of it8221,1
rt marrybel maybe yall hoe ass niggas should start considering girls feelings shiii think about if a nigga is doing what you are doing 8230,1
rt bellachuchi you hoes am not got no manners,1
we do not play 127936 bitch there is no take backs,1
rt divamonroe2uhoe niggas always wanna talk about how god is against gays what about that pussy you was eating last night am not god ag8230,0
laughing my ass offoooo relax rt jr 590 on ya mark bitch ass roll tide fuck the state of texas,1
teeth can make or break a person you could be a 10 and have yellow teeth and immediately drop to a 2,2
you am not gunna do shit spear chucker,0
so i we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it is all good lol,1
rt divontephotos momma said no pussy cats inside of my dog house,1
rt unapologetiicb if you have been though what i have been through you would have turned into a heartless bitch by now but i am stronger  bet8230,1
rt ericwithahotdad if you cant pass the asvab you might as well just go full retard,1
phil hughes looking like the phil hughes of old 2010 yankees mlb,2
rt lookinnnass  you a pussy i see yo whiskers,1
rt mannycovarrubia it am not nothing to cut that bitch off998665039,1
alfieheydrich seen a pic of nigs robbing a store caption saidprotesting gos on in fergerson lol i do not like pigs either but wtf,1
rt derekt529 see rt adolfhibsta your pussy  personality gotta be trash if a nigga stopped talking to you after sex,1
rt laughing my ass off when i make the paper ball into the trash can 128240127936128168 ,2
stupid bitch 128545,1
"roll that weed bitch
shake that ass hoe",1
pornandroidiphoneipadsexxxx  fisting  whipped cream fisting ,1
a lady approached me asking me if i was religious and when i said no she scolded me on how i am going to hell see you there crazy bitch 128520,1
the fourth hokage was a little bitch like nigga cannot even take down a bitch ass fox,1
rt losthistories dc fri 13 bengali harlem  lost histories south asian am readingconvo busboysandpoets 14th st cc smithsonianapa d8230,2
rt yaboytosh dad why are your eyes so redson i smoked weed daddad do not lie to me you were crying because you are a faggot,1
rt zubiaa3o3 you cannot take no ones bitch,1
if you was a bitch nigga in 2013 you still gona be a bitch nigga in 2014 128175128175,1
my grandma threw out all of my raps ones i made from 7th grade to now i am literally crying thats all my work in the trash 128530128532128547128546128557128560128545128548128544128127128122128589,2
128530rt sedsince81 niggers rt vonshayeb before any moves are made my black ass must take a nap,1
rt iamlaryn when you hoes gone learn second place do not get a prize,1
im sorry but you did not have to be a bitch last night,1
"first thing to do when i wake up

sell my hoe",1
kiefferjason u can bring that bitch to,1
can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,0
that bitch filthy ,1
rt newzhuddle you all niggas am not low tho you all really be comin at these bitches on here then when they curve u u act like u was playing8230,1
is you ready bitch  cause my hair laid yours baabyshaay ,1
jig levitating rt mashable samsung made fun of bendgate now the galaxy note 4 fails too  ,2
am not shit pretty but my bitch and my momma anyone can get the drama,1
i bet that nigga gucci1017 got charged for murder for tha intro of gucci vs guwop cause straight killed that hoe freegucci freeradric,1
antssneweather well you got to see pompom pete,2
elaineeespinoza you are bitch,1
georgiathenewsa rosaalbae your tits may be better looking but her face makes you like a asian or latina tranny facts,0
u bitches still fuccin bush,1
rt j4ckmull 1 good girl is worth 1000 bitches,1
rt nikowavy why am not no single fathers getting wished a happy mothers day like you all do these bitches on fathers day,1
youngricooo happy birthday bitch nigga wexicanafro702 thanks pal,1
not about to play these games with this bitch,1
when a hoe tryna get at you while ya girl is looking ,1
trail take like tamu bitches jumped to 6 after beating sc which am not that good thejournalist44 that1guyjeff,1
you know random niggaz and bitches wish the worst on eachother just look at their tweets,1
is it just me or is hicks saying bung beds ronandfezsxm,2
rt steadmanterri wheelerkashhh bitch waaaaaa,1
come to tnd atrocities starts at 7 followed by lost cause auramea night verses and norma jean let us fill this bitch,1
rt gabrielleheaton i see the same hoes128064,1
abartick the bitch in the purple shorts and aqua beats,1
mmyar it is dumb cunts like you that make me sad to have served in a war so you would not have to,1
8220honeysays my phone charging backwards 1285338221 retarded,0
what a fucking faggot,0
timmurphyy fgcubasketball rather be an ultra fag than get an 18 on my act and go to fgcu zing,1
rt fightciubs resisting the urge to smack a bitch ,1
took yo bitch and gave her back my bad,1
8220callneeshcakey i wanna go to this lil shit tonightbut the way how bitches faces be set up i be wantin to slap em when i see them8221128553128557,1
rt tomarnold boy went trick or treating at charlie sheens dada not jealous cause all charlie gave out was really good candy and by cand8230,2
niggas cry when they get hit high and cry when they get hit low nfl full of pussies now,1
8220notflappybird tag a friend that sucks at flappy bird8221 me,2
biglovemusic bruh that will not happen cuz i can see that big bitch or it before it strikes,1
rt tommyyrealnigga i can tweet i dont fw crayons and my ex gone subtweet me saying only bitch niggas fw crayons anyways,1
i want to beat this bitches ass soooo bad,1
pepperredbone yankees mets i miss the pizza the passion,2
damn bitch you nosey please do not touch my phone please,1
rt icumnpeace niggas talk more than bitches these days,1
ugly hoes you can not have attitudes kill the ratchetness you need to be nice cause your looks sure am not getting you nowhere,1
rt jayonnazarate she my lowkey bitch the one i ride lowkey with,1
rt ariaunadavon 8220whitdawgem 8220ariaunadavon whitdawgem bitch go to sleep you have work in the morning8221 lol yes master8221 128557128514128530,1
so many weird people in the ghetto at this time,2
joe budden always flexin on average twitter niggas wit his pool parties n bitches the nigga cannot compete wit otha rap niggas,1
you got dykes i got the vics,1
rt canifuckornah i am a bitch but a sweetheart u feel me,1
